ユーザID,日付,カテゴリ,単価,数量,金額,支払区分,店舗場所,収支
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-08-07,Investment,2222.88,3,6668.64,Cash,千葉県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-05-27,Utilities,2387.31,3,7161.93,Other,石川県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-07-30,Travel,3553.84,9,31984.56,Other,神奈川県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-05-05,Entertainment,89.78,8,718.24,Cash,宮崎県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-07-15,Entertainment,345.58,9,3110.22,Other,三重県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-23,Food & Drink,298.67,8,2389.36,Cash,新潟県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-15,Health & Fitness,1290.1,1,1290.1,Credit Card,京都府,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-04-08,Utilities,1609.46,6,9656.76,Other,宮崎県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-12-14,Health & Fitness,1394.68,2,2789.36,Mobile Payment,大分県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-04-24,Shopping,1733.74,7,12136.18,Other,大阪府,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-02-05,Utilities,1029.63,9,9266.67,Credit Card,福島県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-11-13,Food & Drink,427.61,1,427.61,Cash,兵庫県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-06-14,Travel,4400.68,1,4400.68,Other,大阪府,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-05-02,Utilities,2025.89,3,6077.67,Cash,岩手県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-04-13,Utilities,2202.82,8,17622.56,Cash,千葉県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-11-17,Rent,2347.54,1,2347.54,Mobile Payment,滋賀県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-07-29,Shopping,679.62,3,2038.86,Other,福島県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-03,Entertainment,258.36,2,516.72,Credit Card,栃木県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-03-19,Travel,3242.03,9,29178.27,Other,オンライン,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-03-25,Travel,693.67,2,1387.34,Other,愛知県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-03-27,Entertainment,257.14,7,1799.98,Other,福岡県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-30,Investment,2214.82,2,4429.64,Other,京都府,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-05-12,Investment,7897.13,10,78971.3,Cash,福島県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-08-23,Investment,8295.35,10,82953.5,Mobile Payment,熊本県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-02-07,Investment,2249.64,7,15747.48,Other,滋賀県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-08-15,Food & Drink,205.6,7,1439.2,Cash,佐賀県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-01-15,Shopping,517.32,7,3621.24,Cash,北海道,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-01-05,Utilities,4400.15,5,22000.75,Credit Card,熊本県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-03-24,Utilities,2938.59,1,2938.59,Credit Card,和歌山県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-04-10,Food & Drink,308.46,4,1233.84,Mobile Payment,北海道,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-01-13,Entertainment,16.54,6,99.24,Other,沖縄県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-08-01,Travel,1011.38,10,10113.8,Other,佐賀県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-06-04,Travel,489.71,9,4407.39,Other,兵庫県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-01-27,Food & Drink,304.22,9,2737.98,Cash,奈良県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-02-21,Shopping,1858.95,1,1858.95,Mobile Payment,オンライン,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-06-04,Utilities,1607.56,9,14468.04,Mobile Payment,熊本県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-02-13,Travel,4638.92,6,27833.52,Cash,富山県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-04-27,Investment,5555.59,2,11111.18,Mobile Payment,滋賀県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-05-13,Health & Fitness,981.42,3,2944.26,Mobile Payment,愛知県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-06-24,Shopping,781.33,3,2343.99,Cash,宮城県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-03-25,Investment,6944.14,6,41664.84,Credit Card,徳島県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-27,Utilities,2781.97,1,2781.97,Other,千葉県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-02-02,Shopping,116.76,3,350.28,Cash,茨城県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-02-16,Investment,9518.48,10,95184.8,Credit Card,佐賀県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-01-04,Rent,1513.23,7,10592.61,Mobile Payment,福島県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-25,Food & Drink,137.24,10,1372.4,Mobile Payment,徳島県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-03-08,Investment,5244.32,1,5244.32,Mobile Payment,奈良県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-11-12,Utilities,3096.19,7,21673.33,Other,愛知県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-03-24,Rent,1301.87,9,11716.83,Cash,大阪府,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-08,Investment,2328.15,8,18625.2,Cash,兵庫県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-13,Shopping,958.08,9,8622.72,Credit Card,広島県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-02-24,Shopping,1086.88,3,3260.64,Cash,千葉県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-24,Health & Fitness,410.9,1,410.9,Cash,山口県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-07-25,Shopping,939.07,6,5634.42,Mobile Payment,徳島県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-03-31,Investment,855.01,7,5985.07,Credit Card,福島県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-05-21,Utilities,2908.56,3,8725.68,Mobile Payment,北海道,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-11-20,Entertainment,397.42,2,794.84,Other,秋田県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-11-22,Food & Drink,223.82,7,1566.74,Mobile Payment,広島県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-08-04,Shopping,274.54,1,274.54,Cash,静岡県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-12,Entertainment,148.25,4,593.0,Mobile Payment,東京都,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-11-28,Shopping,1933.49,10,19334.9,Other,福岡県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-12-29,Food & Drink,319.68,9,2877.12,Credit Card,神奈川県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-06-09,Entertainment,201.04,10,2010.4,Other,滋賀県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-02-06,Entertainment,222.28,4,889.12,Other,熊本県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-12-29,Shopping,247.37,4,989.48,Mobile Payment,群馬県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-01-02,Health & Fitness,420.39,6,2522.34,Cash,宮城県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-11,Rent,1068.03,7,7476.21,Mobile Payment,大阪府,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-02-17,Entertainment,413.14,6,2478.84,Cash,長崎県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-13,Entertainment,39.39,4,157.56,Credit Card,静岡県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-06-05,Entertainment,325.08,4,1300.32,Cash,兵庫県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-07,Travel,3809.14,7,26663.98,Other,茨城県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-07-02,Food & Drink,368.63,2,737.26,Mobile Payment,滋賀県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-12-20,Entertainment,434.9,1,434.9,Other,兵庫県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-06-19,Health & Fitness,707.43,2,1414.86,Cash,広島県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-03,Investment,382.47,5,1912.35,Credit Card,兵庫県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-08-12,Travel,2771.15,9,24940.35,Mobile Payment,長崎県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-25,Investment,1762.65,3,5287.95,Other,北海道,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-11-21,Travel,1967.26,1,1967.26,Credit Card,岩手県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-08-07,Travel,332.3,10,3323.0,Cash,長崎県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-05,Rent,1779.76,3,5339.28,Cash,山口県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-12,Entertainment,242.74,3,728.22,Credit Card,栃木県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-03-25,Travel,2502.51,9,22522.59,Mobile Payment,岐阜県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-02-18,Entertainment,48.1,3,144.3,Other,高知県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-03-12,Food & Drink,299.46,3,898.38,Mobile Payment,宮城県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-27,Rent,2690.58,6,16143.48,Other,秋田県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-22,Health & Fitness,1275.6,4,5102.4,Cash,埼玉県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-21,Travel,2040.26,8,16322.08,Cash,和歌山県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-12-04,Rent,2056.58,8,16452.64,Credit Card,群馬県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-18,Investment,6122.11,3,18366.33,Other,宮城県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-08-29,Investment,690.13,3,2070.39,Mobile Payment,山梨県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-20,Food & Drink,498.67,4,1994.68,Other,広島県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-03-24,Travel,1682.21,1,1682.21,Cash,静岡県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-03-30,Food & Drink,109.64,4,438.56,Credit Card,山梨県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-01-20,Entertainment,432.72,4,1730.88,Credit Card,千葉県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-01-26,Entertainment,270.11,3,810.33,Other,岡山県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-02-25,Travel,4035.22,2,8070.44,Cash,オンライン,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-12-14,Food & Drink,117.97,8,943.76,Cash,滋賀県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-14,Health & Fitness,534.46,1,534.46,Other,宮城県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-05-16,Rent,1374.8,6,8248.8,Other,福島県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-08-07,Entertainment,470.55,1,470.55,Mobile Payment,奈良県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-04-19,Utilities,2783.93,2,5567.86,Cash,長野県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-05-05,Health & Fitness,1253.08,1,1253.08,Credit Card,岩手県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-15,Utilities,4772.79,9,42955.11,Credit Card,宮城県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-02-28,Rent,1030.26,7,7211.82,Other,熊本県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-03-27,Travel,1871.24,6,11227.44,Credit Card,山形県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-05,Shopping,1095.17,9,9856.53,Mobile Payment,オンライン,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-03-10,Food & Drink,81.63,8,653.04,Other,兵庫県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-03-15,Health & Fitness,1714.71,10,17147.1,Other,宮崎県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-02-28,Investment,2129.37,10,21293.7,Mobile Payment,和歌山県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-26,Shopping,912.62,10,9126.2,Mobile Payment,静岡県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-05-20,Investment,420.23,5,2101.15,Other,富山県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-07-02,Shopping,1404.06,9,12636.54,Credit Card,広島県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-17,Rent,1069.36,5,5346.8,Mobile Payment,オンライン,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-08-16,Travel,4441.54,8,35532.32,Credit Card,奈良県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-15,Investment,729.42,3,2188.26,Cash,秋田県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-18,Health & Fitness,355.12,4,1420.48,Credit Card,栃木県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-11-25,Investment,4491.36,5,22456.8,Credit Card,三重県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-14,Utilities,532.28,3,1596.84,Other,和歌山県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-17,Rent,2194.25,5,10971.25,Mobile Payment,青森県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-05-29,Entertainment,93.3,8,746.4,Other,岐阜県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-07-06,Utilities,3143.44,3,9430.32,Other,奈良県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-08-28,Entertainment,424.49,7,2971.43,Mobile Payment,愛媛県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-12-13,Health & Fitness,1260.19,5,6300.95,Cash,京都府,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-01-07,Food & Drink,306.54,6,1839.24,Other,長崎県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-05-10,Travel,2814.99,9,25334.91,Mobile Payment,長野県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-03-08,Food & Drink,352.64,7,2468.48,Cash,大阪府,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-03-18,Health & Fitness,407.59,4,1630.36,Other,和歌山県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-05-10,Entertainment,345.87,7,2421.09,Cash,香川県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-12-30,Food & Drink,416.2,8,3329.6,Credit Card,長崎県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-14,Utilities,3488.92,2,6977.84,Credit Card,和歌山県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-06-17,Rent,2438.5,6,14631.0,Other,岡山県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-11-22,Shopping,1592.61,9,14333.49,Credit Card,栃木県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-04,Utilities,4762.98,6,28577.88,Other,沖縄県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-04-28,Utilities,4197.36,5,20986.8,Mobile Payment,秋田県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-05,Utilities,1643.4,6,9860.4,Other,熊本県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-04-02,Travel,2485.78,4,9943.12,Cash,三重県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-07-30,Rent,1182.79,7,8279.53,Other,秋田県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-04-12,Health & Fitness,1586.0,6,9516.0,Credit Card,三重県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-06-29,Health & Fitness,1378.27,4,5513.08,Cash,長野県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-02-26,Food & Drink,56.26,2,112.52,Mobile Payment,富山県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-06-13,Travel,2298.97,5,11494.85,Cash,京都府,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-01-14,Food & Drink,176.1,5,880.5,Other,神奈川県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-01-19,Food & Drink,131.52,5,657.6,Other,島根県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-01-30,Food & Drink,235.61,4,942.44,Cash,徳島県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-06-24,Food & Drink,481.71,7,3371.97,Mobile Payment,北海道,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-07-13,Travel,1095.23,5,5476.15,Credit Card,北海道,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-02-10,Health & Fitness,258.11,1,258.11,Credit Card,和歌山県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-02-09,Food & Drink,496.81,4,1987.24,Other,高知県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-11,Entertainment,120.17,5,600.85,Credit Card,宮城県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-30,Travel,116.84,3,350.52,Cash,岡山県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-27,Travel,2630.22,3,7890.66,Cash,高知県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-07-09,Health & Fitness,1567.49,1,1567.49,Cash,奈良県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-07-29,Utilities,3048.35,9,27435.15,Other,広島県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-06-15,Health & Fitness,1791.27,2,3582.54,Cash,青森県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-04-29,Utilities,4903.45,8,39227.6,Credit Card,和歌山県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-01-13,Travel,231.34,3,694.02,Credit Card,福岡県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-12,Investment,6375.65,10,63756.5,Other,茨城県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-05-24,Investment,9534.08,8,76272.64,Mobile Payment,島根県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-04-21,Entertainment,447.13,10,4471.3,Cash,大阪府,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-31,Food & Drink,10.29,9,92.61,Cash,和歌山県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-17,Travel,3804.46,3,11413.38,Credit Card,青森県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-22,Entertainment,224.99,10,2249.9,Other,大阪府,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-05-17,Travel,4599.07,7,32193.49,Mobile Payment,熊本県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-04-03,Entertainment,217.2,5,1086.0,Other,鹿児島県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-01-06,Health & Fitness,1854.15,2,3708.3,Cash,鳥取県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-03-08,Utilities,3018.85,4,12075.4,Cash,和歌山県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-11-29,Rent,1188.59,2,2377.18,Cash,広島県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-12-19,Health & Fitness,1494.08,6,8964.48,Other,北海道,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-12-06,Food & Drink,292.67,10,2926.7,Credit Card,愛媛県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-02-09,Investment,4589.9,8,36719.2,Other,群馬県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-11-14,Shopping,1628.82,6,9772.92,Other,山梨県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-08-05,Entertainment,30.75,6,184.5,Other,新潟県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-11-21,Entertainment,317.48,8,2539.84,Other,三重県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-05-08,Rent,1225.63,9,11030.67,Mobile Payment,秋田県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-13,Health & Fitness,1853.38,10,18533.8,Credit Card,千葉県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-12-19,Shopping,928.55,1,928.55,Cash,青森県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-05-24,Health & Fitness,135.85,1,135.85,Other,広島県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-23,Travel,562.01,10,5620.1,Credit Card,千葉県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-08-28,Entertainment,62.41,10,624.1,Mobile Payment,静岡県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-14,Health & Fitness,1263.39,7,8843.73,Other,京都府,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-06-22,Food & Drink,245.9,2,491.8,Mobile Payment,高知県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-04,Travel,172.04,8,1376.32,Cash,広島県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-11-15,Food & Drink,407.6,10,4076.0,Mobile Payment,鳥取県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-01-01,Rent,1821.7,7,12751.9,Other,島根県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-07-24,Entertainment,73.25,6,439.5,Mobile Payment,愛知県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-06-13,Food & Drink,459.48,4,1837.92,Credit Card,福島県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-02-14,Shopping,704.3,9,6338.7,Mobile Payment,秋田県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-08-08,Utilities,3410.72,5,17053.6,Credit Card,岩手県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-03,Investment,7095.64,9,63860.76,Other,大阪府,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-03-23,Travel,1810.94,3,5432.82,Cash,埼玉県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-04-29,Entertainment,427.76,1,427.76,Cash,長崎県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-10-01,Health & Fitness,1516.6,9,13649.4,Mobile Payment,沖縄県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-11-15,Investment,7330.6,7,51314.2,Credit Card,神奈川県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-12-02,Entertainment,171.05,2,342.1,Credit Card,石川県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-17,Health & Fitness,1211.65,5,6058.25,Mobile Payment,香川県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-09,Investment,5264.93,5,26324.65,Other,青森県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-09-05,Rent,1140.71,8,9125.68,Other,その他,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-08-03,Utilities,124.88,9,1123.92,Other,千葉県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-07-18,Travel,899.15,6,5394.9,Cash,千葉県,Expense
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-11-05,Entertainment,75.73,2,151.46,Cash,高知県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-01-25,Utilities,2345.99,1,2345.99,Other,千葉県,Income
34de6f0f-35c7-4f56-bd5a-94bdfecbaf50,2024-12-05,Rent,2779.52,7,19456.64,Mobile Payment,広島県,Expense
dd365ba6-0ec6-403e-a076-2b054d51eb18,2024-05-31,Travel,4911.83,3,14735.49,Credit Card,愛知県,Income
dd365ba6-0ec6-403e-a076-2b054d51eb18,2024-09-24,Rent,2018.73,10,20187.3,Other,福井県,Expense
dd365ba6-0ec6-403e-a076-2b054d51eb18,2024-07-11,Shopping,1424.63,4,5698.52,Credit Card,石川県,Expense
dd365ba6-0ec6-403e-a076-2b054d51eb18,2024-09-21,Investment,3859.52,6,23157.12,Mobile Payment,広島県,Expense
dd365ba6-0ec6-403e-a076-2b054d51eb18,2024-08-18,Investment,7962.39,1,7962.39,Other,和歌山県,Expense
dd365ba6-0ec6-403e-a076-2b054d51eb18,2024-11-28,Rent,2509.18,6,15055.08,Mobile Payment,群馬県,Income
